unique_id,mode,gender,hold racket handed,play years,level,segment0_Az_median,segment1_Az_median,segment2_Az_median,segment3_Az_median,segment4_Az_median,segment5_Az_median,segment6_Az_median,segment7_Az_median,segment8_Az_median,segment9_Az_median,segment10_Az_median,segment11_Az_median,segment12_Az_median,segment13_Az_median,segment14_Az_median,segment15_Az_median,segment16_Az_median,segment17_Az_median,segment18_Az_median,segment19_Az_median,segment20_Az_median,segment21_Az_median,segment22_Az_median,segment23_Az_median,segment24_Az_median,segment25_Az_median,segment26_Az_median
30,9,1,1,1,5,-626.0,-683.0,-1083.0,-306.0,-1050.0,-870.0,-1723.0,-132.0,-802.0,-1486.0,-35.0,-374.0,-215.0,-1105.5,-106.0,-890.0,-2041.0,-25.5,-1732.0,51.0,-1837.0,-625.0,-727.5,-1985.0,-427.0,-1455.0,-446.5
31,9,1,1,1,5,-596.0,-239.5,-550.0,-447.0,-492.0,-602.0,-262.0,-903.0,-481.0,-637.5,-323.5,-926.0,-231.0,-767.0,-134.5,-690.0,-820.0,-784.0,-478.5,-835.5,-525.0,-758.0,-345.0,-244.5,-111.0,-833.5,-131.0
32,9,1,1,1,5,-1331.5,-375.0,-641.0,-351.5,-438.0,-961.0,-944.0,-836.0,-286.0,-239.0,-659.0,-438.0,-836.0,-359.0,-432.0,-54.0,-915.5,-948.0,-847.0,-166.0,-482.5,-26.0,-220.0,-286.5,-713.0,-402.0,-548.0
33,9,1,1,1,5,-377.0,-919.0,-466.5,-551.0,-464.5,-1256.0,-421.0,-1113.0,-439.0,-783.0,-287.0,-1101.0,-1483.0,-815.5,-136.0,-559.5,-508.0,-375.5,-418.0,-907.0,-726.5,-1558.0,-562.5,-949.0,-470.0,-801.0,-333.0
34,9,1,1,1,5,-778.0,-321.0,-542.0,-418.0,-1293.0,-433.5,-832.0,-1478.5,-341.0,-295.0,-699.5,-855.5,21.0,-540.0,-365.0,-1132.0,-287.5,-1126.0,-13.0,-26.5,-290.5,-165.5,-393.0,-148.0,-502.5,-373.5,-1366.0
35,9,1,1,1,5,-378.0,-673.0,-310.0,-355.0,-571.0,-728.0,-452.0,-711.0,-207.0,-1127.0,-1106.0,-736.0,-558.0,-763.0,-325.0,-631.0,-710.0,-584.0,-648.0,-398.0,-51.0,-406.0,-484.0,-441.0,-762.0,-1071.0,-1010.0
36,9,1,1,1,5,-347.0,-794.0,-1036.0,-446.0,-1306.0,-34.0,-966.0,-1247.0,-1334.5,-523.0,-1052.0,-654.0,-596.0,-939.0,-247.0,-783.0,-1074.0,-30.0,-421.0,-1082.0,-409.0,-878.0,464.0,-46.0,381.0,1174.0,1482.5
37,10,1,1,1,5,1021.0,1226.0,92.0,-75.0,210.0,-338.0,95.0,-181.0,130.0,-55.5,18.0,59.0,90.5,127.0,33.0,105.0,-128.0,205.5,-143.0,169.5,-116.0,285.0,289.0,-67.0,-28.0,-151.0,52.5
38,10,1,1,1,5,150.5,-97.0,-61.0,-174.0,196.0,-200.5,358.0,-98.5,175.0,-316.0,185.5,-196.5,134.5,102.0,-37.0,58.0,-410.5,39.0,18.0,139.0,-101.5,200.0,-235.0,205.0,-114.0,-141.0,142.0
39,10,1,1,1,5,47.0,242.5,-107.0,-268.0,306.0,-20.0,246.0,69.5,-38.5,-89.5,108.0,-184.0,12.0,2.0,164.5,11.5,-48.0,-5.5,141.0,58.0,72.0,217.0,103.0,76.0,84.0,297.5,-1.0
40,10,1,1,1,5,333.0,-99.5,153.0,148.0,157.0,39.5,82.0,35.0,189.5,349.0,-267.0,-91.0,-84.0,144.0,-157.0,319.0,49.0,327.0,162.0,256.5,84.0,54.0,168.0,146.0,75.0,-109.5,50.5
41,10,1,1,1,5,-116.0,248.0,-288.0,227.0,-159.0,64.0,-45.0,140.0,-133.0,106.0,-80.0,148.0,-158.0,262.0,-64.0,-131.0,-299.0,-290.0,-395.0,-353.0,-230.0,-493.0,-168.0,-203.0,-292.0,-255.0,-78.5
42,10,1,1,1,5,-367.0,-119.0,-90.0,-443.0,-125.0,-109.0,-95.0,-159.0,-197.0,-344.0,-352.0,-442.0,-33.0,-9.0,188.0,15.0,60.0,-47.0,158.0,2.0,98.5,-62.0,198.0,-123.0,-13.0,-213.0,243.5
43,10,1,1,1,5,106.0,105.0,-55.0,396.0,-75.0,116.0,-356.0,-181.0,-165.0,-34.0,-142.0,9.0,-132.0,77.0,-22.0,-10.0,-153.0,54.0,-286.0,-1.0,-284.0,-114.0,-102.0,52.0,-284.0,356.0,-93.0
44,10,1,1,1,5,44.5,-178.5,145.5,-101.0,417.5,43.5,-70.5,93.0,-52.5,-692.0,-55.5,208.5,-117.0,334.0,21.0,172.5,-450.0,-39.0,272.5,121.0,393.5,103.5,103.5,-77.5,17.5,201.5,-174.0
45,10,1,1,1,5,75.0,-141.0,-95.0,-405.0,141.0,191.0,129.0,-102.5,-64.0,464.0,-91.0,272.0,-30.0,389.0,158.0,-231.0,-97.0,-19.0,-140.0,121.5,137.0,217.0,168.0,341.0,325.0,-199.0,-344.5
46,10,1,1,1,5,146.0,113.0,-34.0,42.0,-500.0,71.0,-166.0,137.0,-104.0,-126.0,157.0,-815.5,-439.0,-338.0,-238.0,-51.5,-173.0,176.0,-227.0,161.0,-40.0,-243.0,-61.0,-163.0,-182.5,-34.0,-470.0
47,10,1,1,1,5,-101.0,-195.0,72.0,-273.0,-220.0,-181.0,242.0,-426.0,-811.0,-130.0,-349.0,-360.0,-87.0,-283.5,213.0,-277.0,-194.0,-324.0,-821.0,-205.0,26.0,-189.0,218.0,-248.0,-759.0,-287.0,-499.0
48,10,1,1,1,5,-24.0,-371.5,13.0,-133.5,78.0,-339.0,-380.0,-621.5,-165.5,-357.0,-98.0,12.0,-416.5,-197.0,-567.0,-176.0,-573.0,130.5,-323.0,19.5,-417.0,-607.0,-886.0,-307.0,-296.0,-113.0,-305.0
49,10,1,1,1,5,84.0,-103.0,-153.5,-360.0,-647.0,-136.5,-411.0,126.0,-72.5,-223.0,-228.5,-490.0,-301.0,-149.0,-45.0,-438.0,-23.5,-356.0,-293.0,-78.0,-593.0,21.0,-142.0,-119.0,39.0,-417.0,-664.0
50,10,1,1,1,5,-557.0,162.0,-312.0,-91.0,-219.5,-276.0,-15.0,234.0,31.5,134.0,-429.0,-15.0,-38.0,-15.5,-186.0,-35.0,-548.0,-190.5,-432.0,-430.0,-774.0,105.0,-460.5,-93.0,-311.0,-82.0,-311.0
51,10,1,1,1,5,-149.0,-100.0,-805.0,-215.0,-607.0,-247.0,-422.0,-264.0,-511.0,-281.0,-731.5,-902.0,-824.0,-585.0,-894.0,-352.0,-849.5,-478.0,-504.5,-211.0,-524.0,-278.5,-239.0,-845.0,-812.0,-513.0,-114.0
52,10,1,1,1,5,-625.0,-534.0,-486.0,51.0,-407.0,-415.0,-1055.0,-808.0,-865.0,-612.0,-964.0,-89.5,-386.0,-379.0,-616.0,154.0,-654.0,-390.0,-501.0,-844.0,-951.0,-303.5,-619.0,-42.0,-553.0,-193.5,-736.5
53,10,1,1,1,5,-47.0,-611.0,-278.0,-124.0,-802.0,-244.0,-1057.5,-619.0,-921.0,-347.0,-346.0,-589.0,-317.0,-436.5,-218.0,-25.0,-62.0,-1053.0,-845.0,-738.0,-1135.0,-685.0,-379.0,-624.0,-761.0,-631.0,-269.0
54,10,1,1,1,5,-169.0,-674.0,-240.0,-1084.0,-728.0,-805.0,-256.0,-593.0,-546.0,-921.5,-392.0,-885.0,-53.0,-291.0,-219.0,-410.0,41.0,-1145.0,-850.0,-1126.0,-1008.0,-1132.5,-542.0,-1101.0,-256.0,-762.0,-327.0
55,10,1,1,1,5,48.5,-351.5,-481.0,-794.5,-443.0,-1048.0,-215.0,-1046.0,-233.0,-1197.5,-162.5,-636.0,-180.0,-165.0,172.0,-495.5,-301.5,-1150.0,-479.5,-1204.0,-388.0,-1340.5,-563.5,-351.0,-357.5,-757.5,-188.0
56,10,1,1,1,5,-322.5,-876.0,-458.5,-456.5,-582.5,-404.5,-850.0,-804.5,-1210.5,-552.5,-1073.0,-830.5,-886.5,-771.5,-798.5,-1294.5,-661.5,-1586.5,-487.5,-1156.0,-674.5,-759.0,-645.5,-1002.5,-245.0,-499.5,-139.0
57,10,1,1,1,5,-537.0,-1260.0,-996.0,-1272.5,-643.0,-1050.0,-644.0,-1280.0,-839.0,-497.5,-915.0,-776.0,-827.0,-505.0,-867.0,-688.5,-1187.0,-851.0,-823.0,-1081.0,-454.0,-727.5,-820.0,-1210.5,-153.0,-1006.5,-611.0
58,10,1,1,1,5,-1534.0,-1189.0,-1149.0,-654.0,-1067.0,-1009.0,-1555.0,-642.0,-975.0,-293.0,-956.0,-1197.0,-983.0,-1025.5,-1224.0,-193.0,-1450.0,-520.0,-1214.0,-389.0,-1204.0,-1163.0,-1132.0,-309.0,-1582.0,-1159.0,-1171.0
59,9,1,1,0,5,1125.5,-273.0,-353.0,-310.0,-212.0,-272.5,-85.0,-134.0,-76.5,-322.0,-761.0,-505.0,-248.0,-554.0,79.0,-748.0,-244.0,-237.0,150.0,-436.0,477.0,-253.0,-62.0,-328.0,-460.5,93.0,-392.0
60,9,1,1,0,5,-388.0,-171.0,-582.0,-442.0,-517.0,-460.0,-434.5,-1420.0,25.0,-242.0,-784.5,-269.0,-119.0,-182.5,-393.0,-1033.0,-274.5,-493.0,-274.0,-763.0,-11.5,-373.0,-225.0,-232.0,-328.0,-353.0,-452.0
61,9,1,1,0,5,-602.5,-245.0,-748.0,-268.0,-667.0,-262.0,-434.0,-295.0,-201.0,-343.0,-124.0,-522.0,-670.0,-314.0,-293.0,-748.0,-1058.0,-170.0,-442.0,-225.0,-242.0,70.0,-368.0,-485.0,-214.0,-427.0,-953.0
62,9,1,1,0,5,141.5,-394.0,-380.5,-608.5,-331.5,-679.0,-139.0,-462.5,-239.5,-283.5,-40.0,-287.5,-429.0,-270.0,-440.0,-793.5,-201.0,-479.5,-267.0,-706.0,-210.0,-681.0,-462.5,-443.0,-114.5,-392.0,-1013.0
63,9,1,1,0,5,45.0,-329.0,-162.0,-262.0,-248.0,-431.5,-189.5,-591.5,102.5,-478.0,-434.0,-1010.5,-299.0,-602.0,-451.5,-428.0,-526.5,-485.0,-417.0,-35.0,-474.5,-328.0,-144.5,-436.0,-570.5,-48.0,-313.5
64,9,1,1,0,5,-326.0,106.0,-508.5,-215.0,-453.5,-149.5,-451.0,-179.0,-893.0,-226.0,-59.5,-368.0,-1046.5,-460.0,-1050.5,-278.0,-719.5,-164.5,-643.0,-393.0,-333.0,-72.5,-211.5,-95.0,-744.0,-174.0,-336.0
65,9,1,1,0,5,-98.0,-405.0,-257.0,-360.0,-297.0,-720.5,-358.0,-232.0,-293.5,-589.0,-418.0,-628.5,-321.0,-586.0,-259.5,-663.0,-163.0,-289.0,-132.0,-285.0,-311.0,-723.0,-195.0,-383.0,-632.0,-236.0,-337.0
66,9,1,1,0,5,-547.0,-72.0,-479.0,-306.0,-601.0,-92.0,-337.0,40.0,-411.5,-122.0,-660.5,-130.0,-734.0,-694.0,-728.5,-330.0,-258.0,-361.0,-342.5,-228.0,-139.5,-287.0,-274.0,-575.0,-392.0,-748.0,-313.0
67,9,1,1,0,5,-412.0,-831.0,18.0,-717.0,-285.0,-178.0,109.0,-408.0,-747.0,-271.0,-552.0,-179.5,-330.0,-331.0,-952.0,-142.5,-761.0,-16.0,-317.0,-421.0,-432.0,-354.0,-389.0,-412.0,-227.0,-308.0,-489.0
68,9,1,1,0,5,-401.5,-335.0,-799.5,-153.0,-312.5,-394.0,-263.5,-113.0,-417.5,-29.0,-255.0,-137.0,-222.5,-150.0,-614.0,82.0,-647.5,-449.0,-1041.0,-265.0,-579.0,-406.0,-196.0,-699.0,-147.5,-594.0,-175.0
69,9,1,1,0,5,-839.0,-487.0,-577.0,-36.0,-565.0,-641.0,-1014.0,-564.0,-741.0,-865.0,-699.5,-656.0,-538.0,-253.5,-982.0,-443.0,-1037.0,-714.0,-965.5,-448.0,-780.0,-676.0,-888.0,-646.0,-1126.0,-785.0,-332.5
70,9,1,1,0,5,-696.0,-357.5,-579.0,-734.0,-328.5,-1226.0,-656.0,-654.0,-687.5,-662.5,-608.5,-583.5,-391.5,-844.0,-762.5,-702.5,-1110.5,-721.0,-909.5,-665.5,-852.5,-210.5,-695.5,-568.0,-448.0,-180.0,-1255.5
71,9,1,1,0,5,-812.0,-513.0,-670.5,-987.0,-929.0,-885.5,-857.0,-656.5,-1021.0,-505.0,-808.5,-562.0,-1029.0,-738.0,-532.5,-225.0,-715.5,-738.0,-692.0,-517.0,-1113.0,-740.5,-511.0,-705.5,4.5,-434.5,-681.0
72,9,1,1,0,5,-513.0,-727.5,-1145.5,-760.0,-517.0,-538.5,-830.0,-553.5,-479.0,-354.5,-1341.0,-763.5,-611.5,-780.0,-971.0,-615.0,-865.0,-369.0,-491.5,-619.5,-1263.0,-555.0,-540.5,-782.5,-652.0,-849.5,-394.5
73,9,1,1,0,5,-400.5,-732.0,-429.5,-931.5,-483.0,-1257.0,-689.0,-431.5,-731.5,-670.0,-544.5,-174.0,-472.0,-350.0,-666.0,-823.5,-576.5,-815.0,-772.5,-536.0,-707.0,-719.0,-441.0,-1036.0,-805.5,-572.0,-842.0
74,9,1,1,0,5,-457.0,-842.0,-267.0,-682.0,-1087.0,-517.0,-1071.0,-1111.0,-503.0,-788.0,-514.0,-916.0,-393.0,-641.0,-177.0,-811.0,-416.0,-1137.0,-290.0,-678.0,-455.0,-735.0,-479.0,-1009.0,-869.0,-796.0,-818.5
75,9,1,1,0,5,-582.0,-425.0,-422.0,-625.0,-261.0,-1082.0,-425.5,-333.0,-523.0,-359.0,-828.0,-149.0,-813.0,47.0,-425.0,-609.0,-511.0,-1230.0,-683.0,-859.0,-230.0,-946.0,-611.0,-956.0,-509.0,-660.0,-844.0
76,9,1,1,0,5,-408.5,-644.0,-624.0,-794.0,-656.0,-585.0,-754.0,-825.0,-735.0,-915.0,-357.0,-1297.0,-293.0,-790.5,-386.0,-1168.0,-406.0,-605.0,-258.0,-705.0,-464.0,-488.0,-543.0,-438.0,-657.0,-1184.0,-1131.0
77,9,1,1,0,5,-285.0,-897.0,-156.5,-973.5,-120.0,-539.5,-575.5,-1291.0,-409.0,-476.0,-936.0,-831.0,-459.5,-1009.0,-374.5,-605.0,-303.0,-1103.0,-821.0,-1232.0,-632.5,-589.5,-423.0,-1129.5,-470.5,-386.5,-999.0
78,9,1,1,0,5,-681.0,-312.0,-800.0,-335.0,-620.0,-383.0,-644.0,-275.0,-648.0,-191.0,-823.0,-280.0,-1069.0,-480.0,-567.0,-103.0,-810.0,-375.0,-404.0,-190.0,-553.0,-214.0,-336.0,-408.0,-864.0,-749.0,-1198.0
79,1,1,1,0,5,-864.0,-319.0,-204.0,-290.0,-309.0,30.0,-155.0,-196.0,-191.0,-386.0,-182.0,-206.0,-400.0,-188.0,-249.0,-220.0,382.0,95.0,179.0,-72.0,96.5,-60.0,-42.0,105.5,234.0,-1465.0,21.0
80,2,1,1,0,5,159.0,-362.0,-758.0,-74.0,-55.0,95.0,-113.0,160.0,-40.0,-480.0,-104.0,1179.0,-39.0,-395.0,-674.5,-70.0,155.5,312.0,350.5,204.0,-44.0,-212.5,531.0,-502.5,-410.0,-1111.5,284.0
81,3,1,1,0,5,925.0,302.5,-1080.5,-263.0,-167.5,-290.0,-229.0,-374.0,-368.5,-316.0,-237.5,-250.0,-307.0,-333.5,-236.0,-372.0,-312.5,-327.0,-128.0,-408.5,-73.5,-148.5,-67.5,-284.0,-172.0,-99.0,-57.5
82,4,1,1,0,5,806.5,523.0,-725.0,-661.5,-1085.0,-342.0,-460.5,-558.0,-556.0,-950.5,-313.0,-587.0,-502.5,-1059.0,-588.0,-842.5,-446.0,-911.0,-882.0,-861.0,-689.0,-383.5,-651.0,-349.0,-526.5,-124.0,-548.0
83,5,1,1,0,5,1075.0,472.0,-645.5,-603.0,-814.0,-1397.5,-701.0,-363.0,-844.5,-488.0,-714.0,-564.0,-470.0,-799.5,-792.0,-605.0,-612.0,-659.0,-376.5,-536.0,-268.0,-354.0,-784.0,-776.0,-626.0,-218.0,-8.0
84,6,1,1,0,5,629.0,962.0,543.0,-302.0,-533.0,-1159.0,4.0,-782.0,-1247.0,-421.0,-299.0,-143.0,-401.0,-590.5,-860.0,-394.0,-432.0,-423.0,-478.0,-269.0,-310.5,-429.0,-510.5,-437.0,115.0,26.0,-273.0
85,7,1,1,0,5,555.0,175.5,-405.0,-599.5,-190.0,-603.5,-506.0,-769.5,-263.0,-487.0,-640.0,-210.0,-1208.0,-348.5,-1025.0,-1173.5,-288.0,-1161.5,-229.0,-850.5,-158.0,-593.0,-364.0,-767.0,-202.0,-515.5,-421.0
86,8,1,1,0,5,678.5,-169.0,-204.0,-233.0,-102.0,-170.0,-642.0,35.0,-379.0,-529.0,-1039.0,-163.0,-646.0,-404.0,-605.0,-537.0,-391.0,-255.0,-514.0,-129.0,-283.0,-514.0,-702.0,-680.0,-735.0,-1421.0,161.0
87,10,1,1,0,5,838.5,365.0,-451.0,-113.0,-1373.0,-254.0,-557.0,-402.0,339.0,-169.0,234.0,391.0,-38.0,249.5,-306.0,175.0,-557.0,24.0,-372.0,-183.0,29.5,-203.0,269.0,-179.0,162.0,-82.0,-800.0
88,10,1,1,0,5,-120.0,75.0,-835.0,-84.5,-21.5,-1396.0,-623.0,-863.0,-24.5,-603.5,-615.0,-315.0,-272.0,-238.0,-65.0,-5.5,-657.5,285.0,-186.0,-95.5,-679.5,-442.0,-297.0,69.0,-493.0,-435.0,-191.5
89,10,1,1,0,5,-380.0,59.5,-201.0,-223.5,-262.0,-270.0,-182.0,-386.5,-129.0,-229.0,-174.5,-357.0,122.5,-269.0,-315.0,-196.0,-550.0,-60.0,-121.0,59.0,-35.0,-114.0,-474.0,84.5,-220.0,-812.0,-561.0
90,10,1,1,0,5,-246.0,-149.0,-229.0,-270.0,66.0,-138.0,118.0,-261.0,64.0,-234.0,-93.0,-689.0,-333.0,-547.0,-488.0,-727.0,-560.0,-578.0,-141.0,-155.0,-177.0,-174.0,-611.0,64.0,-642.0,-1009.0,-202.5
91,10,1,1,0,5,-523.5,-498.0,-96.0,-461.0,-406.0,-555.0,-672.0,-173.0,-830.0,-214.0,-709.0,-141.0,-658.0,-202.0,-634.0,-154.0,-765.0,-1176.0,-544.0,-829.0,-426.5,-634.0,-916.0,-350.5,-273.0,-315.0,-326.0
92,10,1,1,0,5,-863.0,-281.5,-664.0,-598.0,-219.5,-810.0,-332.0,-1097.0,-992.0,-914.0,-669.0,-521.5,-639.0,-349.0,-157.5,-1054.5,-1417.0,-628.5,-83.0,-348.0,-34.5,-762.0,129.5,-1212.0,-706.0,-403.0,-477.5
93,10,1,1,0,5,-462.0,-1024.5,-467.0,-509.5,-550.0,-535.0,-598.0,-465.0,-481.5,-236.0,-90.5,-386.5,-731.0,-255.5,-389.0,-198.0,-204.0,-335.0,-388.0,-864.0,-739.0,-831.0,-634.0,-412.5,-415.0,-759.5,-595.5
