unique_id,mode,gender,hold racket handed,play years,level,swing9_median_az,swing13_median_az,swing14_median_az,swing18_rms_ax,swing11_median_az,swing21_median_az,swing6_median_az,swing13_rms_ax,swing21_std_az,swing26_median_az,swing22_rms_ax,swing18_std_az,swing23_median_az,swing19_rms_ax,swing9_mean_gz,swing25_std_az,swing17_rms_ax,swing21_mean_ax,swing24_rms_ax,swing16_rms_ax,swing24_median_gx,swing24_median_az,swing11_rms_ax,swing14_rms_ax,swing27_median_az,swing17_median_az,swing21_rms_ax,swing25_min_gy,swing8_mean_ax,swing8_median_az,swing10_rms_ax,swing20_mean_ax,swing13_mean_ax,swing5_median_az,swing18_mean_az,swing7_rms_ax,swing19_median_az,swing22_median_az,swing8_max_ay,swing13_rms_az,swing26_mean_ax,swing20_median_gx,swing10_std_az,swing25_rms_az,swing12_rms_ax,swing9_mean_az,swing23_mean_gy,swing7_median_az,swing22_median_gy,swing9_rms_ax,swing27_max_ay,swing15_median_az,swing19_mean_ax,swing7_mean_az,swing20_median_az,swing12_std_az,swing10_median_az,swing27_mean_ay,swing21_median_gz,swing13_mean_az,swing16_median_az,swing22_mean_gy,swing5_mean_ax,swing5_mean_az,swing23_rms_az,swing9_mean_ax,swing22_median_gz,swing17_std_az,swing19_std_az,swing6_rms_ax,swing18_median_az,swing16_mean_az,swing15_std_az,swing13_std_az,swing17_median_gz,swing22_std_az,swing22_max_ay,swing27_mean_ax,mode,swing26_mean_gy,swing26_rms_ax,swing9_std_az,swing7_mean_gz,swing21_rms_az,swing7_max_ax,swing17_mean_ay,swing27_median_ay,swing25_max_ay,swing12_min_gy,swing22_mean_ax,swing8_rms_ax,swing22_min_ay,swing19_min_gy,swing23_std_az,swing10_mean_ax,swing25_mean_gy,swing5_mean_gz,swing17_median_gx,swing20_mean_gy,swing12_median_az,swing8_mean_az,swing9_max_ax,swing25_rms_ax,swing25_median_az,swing22_max_gx,swing18_mean_ax,swing12_rms_az,swing10_mean_gz,swing7_median_gz,swing23_max_ay,swing6_min_gy,swing22_rms_ay,swing10_median_gy,swing8_median_gz,swing15_std_gx,swing11_mean_ax,swing13_mean_ay,swing5_rms_ax,swing18_mean_gy,swing18_mean_gz,swing8_std_az,swing15_mean_az,swing12_median_gx,swing27_max_az,swing20_rms_ax,swing22_mean_az,swing14_mean_ay,swing16_min_ax,swing16_std_az,swing9_mean_gy,swing23_mean_gz,swing15_rms_gx,swing24_std_az,swing5_mean_gy,swing14_mean_ax,swing17_mean_az,swing20_median_gz,swing19_std_gy,swing10_median_gx,swing21_mean_az,swing8_rms_az,swing10_median_gz,swing18_min_ay,swing26_std_az,swing14_max_ay,swing21_median_gx,swing13_max_ay,swing26_max_ay,swing20_median_gy,swing12_max_ax,swing10_rms_az,swing6_median_gz,swing12_mean_gy,swing8_rms_gz,swing7_median_gy,swing27_max_ax,swing8_min_gy,swing23_median_gz,swing24_mean_ax,swing19_max_ay,swing19_mean_gz,swing6_max_ay,swing6_mean_ay,swing27_mean_gy,swing19_rms_az,swing6_max_ax,swing9_median_gz,swing19_median_gz,swing18_max_ay,swing20_max_ax,swing5_std_gx,swing8_mean_gz,swing23_std_gy,swing9_rms_gy,swing10_mean_gy,swing5_median_ay,swing22_mean_ay,swing19_max_ax,swing14_std_az,swing9_max_ay,swing15_min_gy,swing18_min_az,swing9_median_gy,swing27_median_gy,swing27_rms_ax,swing12_mean_ax,swing13_mean_gy,swing6_median_gy,swing24_max_ay,swing22_rms_gz,swing22_mean_gz,swing27_std_az,swing11_mean_az,swing10_min_gy,swing24_min_ay,swing13_std_gy,swing18_max_gx,swing14_min_gy,swing15_rms_az,swing18_std_gx
127,9,1,1,1,5,-532.0,-802.5,-748.0,4186.068819,-262.0,-512.0,-574.0,3599.73103,1666.269997,-131.0,4039.533867,1639.05415,-807.0,3755.877526,695.7311828,1609.34483,3736.939833,2560.763441,3596.654343,3786.010502,-1426.0,-341.0,3988.804972,3253.494854,-842.0,-288.0,3444.382113,-2814,2955.580645,-548.0,3486.512835,3631.655914,3053.293478,-698.0,-533.9892473,4231.341724,-488.0,-611.5,2222,2106.101597,2993.204301,-976.0,1645.00625,1710.732347,2714.065783,-656.6236559,1141.043011,-215.0,858.5,3705.17448,1818,-295.0,3035.771739,-336.3804348,-320.0,1104.054365,-701.0,-2309.934783,1121.0,-642.6304348,-722.0,1122.695652,3596.419355,-798.1290323,1974.000327,3015.924731,1689.5,2079.209127,2329.323306,3379.022078,-447.0,-684.9891304,2200.681954,2005.664493,1296.0,1797.30906,1304,3499.630435,9,1579.086022,3683.896864,1583.136515,-350.7173913,1850.71303,8132,-1319.612903,-1523.5,1944,-2694,3685.51087,3467.811679,-6467,-4176,1809.879969,2743.293478,899.5217391,-55.22580645,-1986.0,1536.612903,-717.0,-481.2795699,8576,4003.705603,-457.5,12582,3215.387097,1605.128233,405.75,1246.0,1730,-2177,2136.644942,894.0,1327.0,3839.096691,3332.290323,-1572.315217,4152.323289,1479.978495,-588.2258065,1677.074433,-630.2365591,-1935.0,3467,4585.971341,-439.5434783,-1858.88172,-650,1835.472765,1069.827957,28.75268817,3840.516769,1884.316888,1265.784946,2572.548387,-167.4623656,980.0,2359.541803,-1408.0,-805.4086022,1744.766081,834.5,-10638,1868.266811,2192,-1753.0,1289,1746,1412.0,4907,1818.078007,919.0,590.2473118,3385.470732,918.0,8085,-3017,1080.0,2860.397849,1477,-3.760869565,1755,-1595.548387,1274.815217,2340.362323,7417,2182.0,1266.5,2110,8566,4063.835093,1294.139785,1666.608145,2213.3364,981.4021739,-1033.0,-1151.804348,8516,1199.083518,-109,-1738,-2859,897.0,1492.5,4205.61028,2279.569892,1621.630435,955.0,1342,3861.734719,663.9130435,1711.719583,-306.6021505,-1693,-4768,2387.909212,12676,-2507,2289.148135,3999.837429
128,9,1,1,1,5,-391.0,-311.0,-589.5,3826.389403,-341.5,-409.5,-221.0,3487.128956,1940.631179,-412.5,3788.614147,1684.775337,-820.5,3981.752273,1090.25,1754.02993,3582.340182,3185.13,3942.338271,3843.33113,-1145.5,-154.5,3608.276036,3539.785177,-801.0,-197.5,3831.452885,-2114,3142.59,-449.0,4027.713276,2822.14,2757.40404,-1195.0,-644.62,4006.07578,18.0,-626.0,2152,1845.575312,3019.15,-312.0,1567.862271,1827.66526,3774.420328,-408.8,850.97,-405.0,1061.0,3582.228836,1298,-136.5,3019.060606,-437.2020202,-542.0,1457.348387,-568.0,-2009.020202,1506.0,-406.3939394,-427.0,1020.858586,3018.34,-706.44,2151.668153,2792.85,-35.0,1951.223126,1814.889554,4153.652017,-892.5,-449.8787879,1818.354934,1800.27559,207.0,1574.283308,2382,2797.424242,9,1025.86,3660.734368,1919.246123,352.6161616,2025.427505,9126,-1222.67,-1491.0,2158,-3509,2959.575758,4022.645482,-8416,-830,1931.277784,3348.838384,999.5151515,788.01,-1331.0,910.73,-636.5,-702.58,8150,3396.684387,-590.0,10008,2901.94,1651.462736,327.1010101,1129.0,1278,-1136,3697.991685,524.0,815.0,4023.745321,3027.67,-1260.868687,4132.745126,865.77,-73.82,1659.309876,-472.82,-1590.0,5866,3561.434062,-583.0808081,-2395.69,-80,1435.614818,718.55,97.02,4023.746079,1656.237606,1474.01,2855.4,-411.29,324.5,1607.298726,-1835.0,-579.92,1801.923395,1016.0,-9786,1416.402412,1369,-1372.5,767,1878,962.0,7790,1604.128909,738.0,1085.83,4138.313605,894.0,8389,-1536,1128.0,3120.24,1758,78.83838384,356,-2472.02,1001.494949,1885.963516,8243,1152.5,596.0,2410,7198,4078.71941,-386.37,2242.442519,1769.050607,669.4848485,-1210.0,-1868.282828,8249,1419.487081,1005,-2605,-3151,279.0,383.0,3808.673967,2903.63,1178.646465,969.0,814,3913.41068,-525.9191919,2161.360548,-443.25,-2081,-9849,1849.305288,11205,-2598,1878.822349,3744.644078
129,9,1,1,1,5,-579.0,-875.0,-465.0,4273.892029,-204.0,-714.0,-375.0,3781.025922,1692.802258,-603.0,4484.338692,2197.146329,-542.0,4084.823048,76.78494624,1590.76435,4255.031727,3198.795699,4107.585526,3923.142823,-704.0,-887.0,4435.251435,4432.729394,-633.0,-634.0,4277.802644,-1133,3253.021505,-869.0,4014.423714,2449.333333,2697.516129,-977.0,-599.3548387,3691.705667,-406.0,-929.0,2107,1764.497671,3356.483871,-914.0,1976.091041,1733.284392,4604.838644,-490.1505376,607.9784946,-405.0,1166.0,4046.132671,1883,-715.0,3273.182796,-426.311828,-786.0,2421.239962,-323.0,-2504.774194,953.0,-1079.494624,-725.0,1310.236559,3213.311828,-841.7311828,1710.268963,3243.032258,150.0,1835.40556,2031.122171,3573.847204,-267.0,-1118.27957,2195.641321,1395.759073,785.0,2149.925523,1768,3069.88172,9,1229.268817,4588.270116,2000.299176,80.93548387,1900.687881,8788,-2691.72043,-1329.0,2443,-2161,3376.129032,3777.851692,-10827,-1622,1649.844634,3167.774194,1188.311828,-19.72043011,-1533.0,1049.903226,-820.0,-778.9892473,7974,3980.034544,-806.0,11756,2966.537634,2531.91782,318.1397849,1387.0,1932,-2024,3868.749642,841.0,90.0,3029.248816,3310.709677,-2450.473118,3949.564993,1323.849462,-777.6021505,1506.262722,-517.5268817,-1188.0,4435,3543.944279,-1067.516129,-1529.053763,-2328,1572.159048,776.2580645,361.8494624,3231.542775,2122.806455,1389.27957,3264.935484,-631.3870968,1446.0,1818.627111,-2127.0,-864.311828,1695.774641,1129.0,-11542,2503.387033,1537,-1697.0,2199,2721,760.0,8791,1993.563953,753.0,1349.849462,4001.038629,614.0,7963,-3416,729.0,2992.892473,2141,500.5591398,1467,-2029.27957,1034.935484,2077.981804,7964,1152.0,1257.0,2060,8314,3818.006986,-668.0860215,1301.703598,1908.370588,1025.365591,-1639.0,-2144.247312,8388,2473.764647,3455,-1997,-4949,405.0,714.0,3994.26237,3589.946237,939.0322581,1050.0,1117,4902.886723,-505.6774194,1729.420367,96.12903226,-1670,-8634,1367.177742,12784,-2509,2255.809141,3997.060627
130,9,1,1,1,5,-1387.0,-671.5,-467.5,4355.138853,-744.5,-1109.0,-323.0,4356.614528,2703.968874,-696.5,4632.249845,2074.629377,-348.5,4306.501656,119.4285714,2409.833522,4306.849152,3023.377778,4514.450446,4263.98512,-2232.5,-658.5,4226.434626,4071.26,-403.5,-827.5,4037.116028,-2435,3145.755556,-628.0,4022.575442,2781.955556,3470.544444,-529.5,-798.2637363,3987.113097,-1269.0,-383.5,1721,2236.250818,3142.688889,-725.5,1918.006489,2489.59621,4090.158276,-702.0,1136.866667,-796.5,922.0,4250.497399,3322,-602.5,2972.244444,-764.2,-1519.5,2036.381951,-705.5,-1096.155556,1142.0,-552.7666667,-365.0,1210.233333,2998.522222,-591.6111111,2478.167477,2893.857143,2059.5,2527.691103,2776.811697,4481.85508,-837.0,-645.2,2419.439818,2166.856418,1161.5,1795.781724,2066,3054.255556,9,1163.155556,4253.745508,2725.972777,-89.14444444,2791.786382,9700,-1087.711111,-495.0,2791,-2593,3518.444444,4368.741029,-9895,-3581,2465.230467,2960.744444,1220.777778,746.8777778,-1927.5,984.3444444,-557.5,-622.8444444,11243,4338.661846,-544.0,10445,3114.89011,2171.09642,-81.64444444,1075.5,3196,-1001,4335.265555,1150.0,1212.5,4532.629524,3354.311111,-1014.888889,4058.472139,986.978022,-233.7912088,2292.475042,-492.0333333,-613.0,5461,3911.582254,-796.4222222,-3021.666667,-1364,2163.270031,1081.615385,-102.0777778,4607.536729,2073.541189,713.8333333,2790.3,-483.5555556,2172.5,2282.597956,-959.0,-694.7111111,2375.579302,1664.5,-11817,1712.912955,1122,-1933.0,3253,2365,598.0,8760,2070.329735,867.0,1272.711111,4738.388212,582.5,9939,-879,1623.5,3382.566667,2555,-203.2,2524,-1182.866667,1295.066667,2833.315588,9957,876.0,1281.5,4488,9057,2751.805424,-877.7111111,2401.385268,2737.460616,1008.3,-336.5,-2616.211111,10831,1958.585589,2331,-2777,-4517,450.0,887.0,4165.749719,2879.055556,1119.577778,673.5,2887,4935.15798,156.5333333,2367.56645,-626.6111111,-1261,-12819,2219.602392,12201,-1882,2468.964527,4284.616357
131,9,1,1,1,5,-642.0,-944.5,-691.0,4959.993519,-390.5,-626.5,-1068.5,4547.969419,2748.919503,-370.0,4031.982688,1930.509227,-654.0,3604.595201,768.3875,2702.161381,3857.786757,3045.3875,4933.494968,4804.892434,-703.0,-451.0,4406.327111,4880.692461,-533.0,-891.0,4037.572806,-2571,3739.911392,-260.0,3596.297784,3301.126582,3119.5375,-664.5,-514.725,4780.72508,-1440.5,-1331.5,3786,2975.894292,3689.25,-1693.0,1297.438293,2837.646639,4633.859916,-715.3875,1432.925,-397.0,1372.0,4102.824568,3267,-1394.0,2594.8875,-386.625,-408.0,2084.926146,-992.0,-1878.139241,1132.0,-568.6875,-601.0,1277.8,4475.85,-450.325,2826.524529,2884.5375,3033.5,2542.334036,1528.544419,3947.310458,-655.5,-631.9746835,2889.509495,2921.051414,1737.5,1658.059904,1082,3029.835443,9,1315.225,4705.640057,2089.91362,-570.425,2748.922468,9834,-1423.15,-1183.0,2678,-1805,2947.175,4712.322635,-9972,-2848,2757.499177,2630.5,1354.8375,291.3375,-2151.0,1153.43038,-901.0,-171.3544304,8994,4707.694643,-1251.0,11591,3795.7125,2206.893392,208.9625,1482.0,2736,-2647,4270.39005,933.0,1337.0,5204.50672,3090.1375,-1976.7625,5253.733263,1432.7,-289.875,2496.813681,-569.675,-834.0,5219,4465.432349,-1406.425,-2863.5875,-1470,1987.030575,1235.15,806.325,5210.568399,2080.223539,1223.9,3686.35,-757.5125,1042.0,2140.59454,-2002.0,-4.0375,2502.686736,1465.5,-10294,1935.937392,3065,-1903.5,1890,1926,1032.0,10060,1741.128474,1581.5,1370.088608,4456.853187,1162.5,9251,-2841,2434.0,3768.721519,2543,321.9375,3026,-1564.725,1254.759494,2052.368866,9163,1247.5,1499.0,1449,9079,4575.227623,891.1898734,2789.415422,2025.367103,1097.825,-694.0,-2553.6,8711,1995.499337,1665,-3438,-3452,912.0,919.0,3937.496726,3590.860759,1444.5,457.0,2072,5416.71922,809.3625,1993.878023,-405.7875,-1606,-12476,2194.354751,10856,-1511,2945.13068,4425.376791
132,9,1,1,1,5,-1353.0,-1026.5,-370.0,5472.558275,-1473.0,-1156.0,-489.0,5095.438789,2991.55046,-530.5,4964.583007,2453.099653,-1026.0,4472.33175,411.1011236,2863.093978,5286.41555,3391.6,5013.08492,4729.680869,-1889.5,-714.5,5341.257351,4957.411575,-1196.0,-1378.0,4858.552306,-2969,3650.077778,-600.0,5231.439314,3812.388889,2741.5,-1336.0,-1006.044444,5779.152205,-1102.0,-394.0,2624,2801.028567,3453.655556,-1026.0,2124.485746,2966.104414,4882.934429,-702.2247191,1220.044444,-886.5,1538.0,5193.0153,3301,-1129.0,2898.853933,-318.4777778,-467.5,1915.524548,-844.5,-2158.393258,1733.5,-800.2111111,-611.0,1536.438202,3060.766667,-1053.577778,2810.037335,3260.94382,1253.0,3290.650713,2806.397751,4537.134042,-1267.5,-736.3444444,2815.063453,2684.291938,1531.0,1819.735878,2924,3470.359551,9,1324.055556,4694.726844,3054.560807,-1636.444444,3088.321766,10971,-2272.426966,-1294.0,2367,-2340,3439.11236,5023.684634,-11236,-1994,2731.708956,3601.677778,1510.168539,328.7,-1225.0,1269.255556,-885.5,-585.7333333,12457,4862.560564,-988.0,12126,3594.633333,2153.777839,-742.5777778,-679.5,1828,-1888,4940.424738,1151.5,888.0,4860.385363,3662.94382,-1778.655556,4541.773218,1375.8,643.6222222,2403.773149,-651.7666667,-789.5,8990,5147.693646,-572.8539326,-2953.089888,-4578,1809.410814,1286.764045,133.5111111,4876.10775,1713.680581,870.9888889,3554.449438,-433.3595506,1172.0,2990.638534,-581.0,-767.0444444,2474.107695,708.0,-11844,1700.34006,395,-1554.5,3092,2741,1287.0,11128,2233.679709,2349.0,1287.911111,5816.688164,1884.5,10239,-2535,1419.5,3434.877778,2455,-22.92134831,1274,-1380.853933,1325.101124,2951.036575,10951,1733.0,1844.0,2107,9920,4160.289165,-415.4,2557.976648,2617.488208,1378.633333,-2209.5,-2651.292135,12075,1833.323557,3288,-3178,-4730,714.0,1037.0,5079.256992,2968.077778,1347.066667,930.0,3428,5343.42887,-172.3370787,2952.875553,-733.5280899,-1282,-13302,2514.90859,12786,-3567,2889.529725,4226.848127
133,9,1,1,1,5,-428.0,-481.0,-663.5,5046.721776,-400.0,-1253.0,-927.5,4880.757872,3267.198599,-656.5,4747.388988,1886.48524,-1169.0,4914.745338,-183.617284,2951.527994,4674.736909,3608.296296,4503.94606,4752.225153,-1806.0,-313.5,4224.344543,4586.541517,-631.0,-600.0,5127.149939,-3387,3228.353659,-810.0,4668.499071,3257.060976,3631.135802,-472.0,-461.6707317,5136.65287,-1016.0,-524.0,3566,2995.903326,3541.182927,-932.5,2697.009717,2952.101944,4035.596924,-478.4567901,1334.876543,-675.0,1699.0,4815.250462,1083,-761.0,3538.82716,-1028.246914,-880.0,1352.296792,-912.5,-1774.777778,759.0,-242.5432099,-626.5,1675.585366,3293.049383,-488.0987654,3144.986204,3823.481481,847.0,3085.208383,3056.353463,5461.935979,-430.5,-594.902439,3116.543506,2986.069244,1905.0,1669.940022,2753,3157.024691,9,1872.878049,4688.031108,1839.276368,-1974.160494,3294.707312,11199,-1518.62963,-1350.0,3552,-2497,3607.54878,4915.471943,-10139,-4320,3106.867474,3006.207317,1222.395062,923.8765432,-833.0,1094.670732,-1249.5,-453.7073171,11490,4666.817983,-662.0,11976,3726.95122,1887.515249,945.9512195,-1530.0,1177,-2939,4536.290665,813.5,1134.5,5704.266398,3129.530864,-1509.740741,4625.29839,1576.060976,-808.9146341,2832.554279,-84.09876543,-1429.5,9059,4711.317561,-465.2073171,-3194.780488,-3240,2073.113122,1259.901235,-116.9876543,5724.421009,1723.347851,1086.691358,3257.109756,-239.4814815,1312.0,3027.731318,-1816.5,-424.8641975,2868.660676,818.0,-11169,1772.551801,1994,-888.0,1687,3007,962.0,9096,2714.085958,683.0,874.6463415,5058.527594,1658.0,11726,-1994,883.0,3502.47561,1018,13.0,3130,-2216.02439,1011.765432,3070.24578,13304,1366.0,1044.0,3117,10666,3672.948624,103.4390244,2546.242181,2097.699045,1161.512195,-693.0,-2379.95122,11165,1917.310323,1038,-3803,-3536,1271.0,268.0,4641.042479,2737.634146,1706.950617,972.5,2663,4883.942349,-507.695122,2765.016353,-725.2839506,-3835,-10746,2467.423132,12611,-1642,3117.677986,4534.072323
134,9,1,1,1,5,-303.0,-515.5,-847.0,4027.812707,-378.0,-1216.5,-527.0,5026.37664,3185.705496,-1051.5,4863.275265,1951.740933,-532.5,4213.974375,-465.7411765,3196.249534,5488.437845,3483.369048,5081.200241,4543.309825,-1016.5,-637.0,4242.024194,4118.106714,-480.0,-576.0,5466.66088,-4846,3001.511905,-1002.5,3746.187662,3236.607143,3736.535714,-882.0,-344.2619048,5499.461153,-835.0,-528.0,1568,1970.324831,3535.297619,120.5,2994.441746,3197.36305,3575.517853,-578.2941176,1422.154762,-1015.0,1380.0,4405.053898,2530,-564.0,3001.988235,-496.2857143,-703.0,1413.077219,-778.0,-1284.416667,1391.5,-540.0357143,-989.5,1529.952941,3612.142857,-675.5119048,2944.40377,3419.635294,1874.0,3030.924938,1685.854364,3939.797322,-702.0,-599.8690476,1893.757093,1894.872388,-218.0,1812.439223,891,3456.666667,9,1152.035714,4993.473217,1491.387943,489.9880952,3246.424203,14273,-2563.552941,-753.0,3184,-3303,3596.588235,4881.084612,-10226,-2606,2930.551554,2415.238095,1398.729412,-2.642857143,-820.0,1491.047619,-1051.5,-429.4404762,10770,4723.537806,-579.0,11366,3163.72619,1824.516495,-129.4761905,1013.5,2808,-2995,4804.317431,1312.0,-388.0,4947.210656,3234.623529,-2329.880952,5054.132435,1664.22619,-215.3809524,3286.065948,-133.6190476,-749.0,8064,4803.431726,-883.2705882,-1736.270588,-4577,3604.631531,1702.658824,-76.41666667,4956.156942,1913.272337,1105.190476,2580.647059,301.8941176,-119.5,1554.068057,-583.0,-624.9404762,3314.007926,911.0,-10863,2153.153585,2274,-1277.0,3719,3611,1670.0,7044,3001.943664,628.0,1195.357143,5435.278471,1699.5,11032,-3756,1161.5,3641.107143,3166,339.9411765,1086,-1606.294118,1564.464286,1915.476209,9517,1250.0,1424.0,1633,11798,4692.630845,-299.5595238,2250.162812,2322.528804,1734.988095,-1000.0,-3215.952941,9591,3317.272547,3251,-3229,-4389,2182.0,1355.0,4835.979718,2694.25,1209.666667,694.0,3865,5780.421256,479.1647059,2652.630755,-542.3058824,-1723,-11429,1955.936119,13626,-6127,1898.465163,5458.083006
135,9,1,1,1,5,-225.0,-944.0,-281.0,5267.188124,-480.0,-504.0,-719.5,4305.618507,2194.68235,-372.5,4748.696956,2074.603662,-383.0,3838.582717,1228.30137,1648.778413,4690.580655,4177.794521,5362.725583,5710.366242,-690.0,-326.5,3372.663534,4355.754533,-94.0,-95.0,5732.043912,-3725,3217.162162,-179.5,5504.666523,3825.594595,3379.493151,-1208.0,-474.9054054,5417.161835,-1114.0,-838.0,2283,3027.491113,2433.675676,-546.0,2922.745345,1734.976724,5428.846652,-326.7534247,1378.424658,-205.0,519.0,4820.02292,-40,-132.0,2309.410959,-495.5890411,-964.5,1577.548281,-953.0,-2146.191781,34.0,-26.16438356,-612.0,1185.810811,2298.273973,-1107.972603,1612.471064,3638.616438,445.5,2841.938875,1156.245649,5721.731323,-387.0,-415.6756757,2909.725457,3027.378051,995.0,2671.343705,1399,1805.342466,9,2644.837838,2936.478089,1976.232896,-818.9178082,2210.715445,11293,-2352.287671,-1997.0,2709,-2087,2927.540541,4482.734512,-8422,-2251,1353.448443,3611.581081,1387.876712,141.4109589,-2028.0,1477.743243,-175.0,279.8513514,9938,3275.089971,-642.0,14011,3732.756757,1581.731411,1886.243243,235.0,1079,-4381,4182.146864,595.0,415.0,5162.904038,2509.534247,-2512.506849,3693.957335,1338.608108,1249.635135,2493.12881,1.109589041,-1345.5,1456,5311.228944,-459.027027,-2952.581081,-3550,1811.791835,1156.986301,-333.8767123,5188.78099,3401.150662,919.9726027,3155.959459,221.9178082,832.5,1533.566387,-1222.5,-265.7671233,2508.786169,382.5,-11042,1084.491067,2001,-802.0,183,358,1238.5,11520,2967.349973,1400.0,1669.783784,4470.460243,855.0,3428,-3000,1682.0,3797.513514,2905,902.8630137,1384,-2365.621622,-3026.424658,1716.425906,13396,1826.0,994.0,2575,11922,3981.192025,-1413.486486,1310.357276,1773.159296,602.1081081,-1809.0,-2962.581081,8277,1279.010178,1980,-2356,-4656,1055.0,-889.0,2104.80729,4276.864865,1323.054795,1685.0,3230,5796.449682,-1175.324324,832.7411515,-548.6712329,-3921,-5922,2142.237998,12859,-1402,2909.725668,4173.434903
136,10,1,1,1,5,-692.0,-718.5,-577.0,3359.742563,-828.5,-548.0,-528.0,3180.673397,1905.267716,-1020.0,4498.960834,1969.887494,-550.0,3858.512445,249.7876106,1741.364525,3458.013623,2942.964286,3575.465122,3573.120466,-1660.5,-406.0,3351.97425,3167.644999,-539.5,-768.0,3610.458726,-1794,2990.053571,-606.5,3072.690377,3098.223214,2644.151786,-864.0,-80.88495575,3402.547659,-613.5,-155.5,2317,1738.224153,3307.026786,-2197.0,1491.003791,1782.380253,3414.182429,-626.699115,1501.353982,-934.0,383.5,3069.825115,1649,-883.0,3097.857143,-742.9732143,-334.5,1893.051756,-563.0,-1151.419643,698.0,-409.5982143,-412.5,1183.955357,2590.424779,-748.6371681,2221.671355,2535.99115,519.0,1997.481514,1887.877401,3069.733447,-317.0,-423.1160714,1984.667314,1689.275735,674.5,2655.752188,1291,2913.0,10,1598.267857,3798.722185,1725.321337,-220.5267857,1991.778309,7998,-1662.651786,-551.5,1621,-2503,3595.053571,3541.296,-9862,-1200,2158.415267,2749.758929,967.3571429,-147.1858407,-1378.0,1194.544643,-723.0,-483.7857143,7247,3386.856399,-508.5,13134,2799.628319,1974.194768,-136.1071429,450.5,1485,-2616,3637.518011,-85.5,1210.5,3324.312792,2908.821429,-730.6428571,3010.460768,875.9734513,48.26548673,2018.734781,-613.9732143,-1134.5,3533,3832.856456,-214.9375,-962.1238938,-661,1842.571281,920.2920354,-889.0176991,3329.3288,1844.360381,850.9911504,2627.778761,-585.2410714,1912.0,1730.865833,-1997.0,-580.6339286,2075.894682,1071.5,-4935,1855.602486,1211,-1880.5,1711,388,578.0,7672,1642.588302,764.5,960.6964286,3483.976883,538.0,6859,-1778,860.0,2863.714286,1813,-224.6875,1803,-344.2321429,1403.5,1966.754944,6108,695.0,1266.0,1090,8430,2969.014557,246.0982143,1926.382707,1820.949006,1275.464286,-354.0,-2288.1875,8211,1389.556874,1721,-1886,-3482,697.0,1147.5,3588.233738,2883.339286,690.0267857,673.5,581,4128.806698,-406.7142857,1820.668546,-576.4375,-1767,-7205,1601.730105,9901,-2265,2077.466595,4156.772182
137,10,1,1,1,5,-605.0,-533.0,-632.0,3648.976844,-408.0,-908.0,-407.5,3810.833573,2015.854592,-536.5,3782.413813,1871.292583,-651.5,3955.886797,-274.3454545,1271.909978,3417.60698,2791.880734,3725.507124,3420.043938,-2237.0,-462.0,3357.602948,3791.84965,-661.0,-657.0,3916.71382,-2241,3192.254545,-336.5,3860.630169,3213.309091,3277.118182,-854.5,-716.4090909,3916.479091,-763.0,-407.0,986,1984.730243,2933.536364,-1412.5,1962.702144,1633.859992,3244.921499,-621.3,960.5363636,-663.0,554.5,4018.661033,1886,-334.0,3161.445455,-672.7155963,-159.5,1684.633209,-116.5,-1876.330275,-92.0,-311.2818182,-728.0,837.3545455,3098.345455,-802.3545455,1644.310557,3263.772727,1943.5,1285.166681,1815.700485,4341.262369,-188.5,-706.5454545,2072.19571,1960.16779,1353.0,1894.474188,1005,2868.137615,10,1138.954545,3403.240305,1669.081558,7.52293578,2188.795312,8443,-2054.587156,-568.0,1648,-2021,2993.563636,3747.409268,-7653,-1941,1522.094419,3100.845455,863.3272727,-237.2454545,-1870.0,1126.354545,-269.0,-399.7909091,9618,2893.308821,-889.5,9035,2915.990909,1758.879525,528.8909091,1524.0,1746,-2253,2485.819481,390.5,1179.5,3476.233784,2769.743119,-2276.336364,3918.927585,1304.154545,-0.036363636,1633.33092,137.7454545,-1009.5,4504,4323.59052,-591.1181818,-1682.963303,-984,1745.079418,1068.536364,-699.8818182,3493.025552,1985.396817,934.8818182,3050.743119,-951.7522936,1515.5,1755.295737,-1718.0,-852.733945,1681.547699,1417.0,-4982,1755.868336,1374,-576.0,1460,1180,603.5,7524,1987.055588,678.5,1257.3,4195.567498,465.0,7896,-2013,750.0,3244.045872,997,-356.5,2242,-2075.118182,1060.055046,1974.76385,9294,1176.5,955.5,1069,9995,3939.9604,204.8454545,1846.162766,2084.597465,825.0545455,-1607.0,-1495.309091,7897,1868.051728,1716,-3661,-6692,712.5,689.0,3632.908794,2689.918182,738.1,294.5,2220,3635.611464,1150.881818,1815.368183,-487.3302752,-1397,-6203,1862.926959,10400,-2182,2076.768854,3367.988624
