unique_id,mode,gender,hold racket handed,play years,level,segment5_Az_median,segment9_Az_median,segment23_Az_median,segment8_Az_median,segment10_Az_median,segment13_Az_median,segment7_Az_median,segment12_Az_std,segment12_Az_median,segment17_Az_std,segment20_Az_std,segment18_Az_std,segment1_Az_mean,segment19_Az_median,segment18_Az_mean,segment15_Az_median,segment4_Az_median,segment14_Az_std,segment25_Az_median,segment7_Ax_max,segment1_Az_median,segment12_Ax_std,segment26_Ax_mean,segment13_Az_std,segment4_Az_std,segment12_Ax_mean,segment18_Az_median,segment20_Az_median,segment20_Gz_mean,segment21_Gx_max,segment0_Az_median,segment8_Az_mean,segment3_Az_median,segment9_Ax_std,segment15_Gz_median,segment12_Gx_max,segment16_Gz_mean,segment25_Ax_std,segment14_Gx_max,segment10_Az_std,segment13_Ax_std,segment17_Az_median,segment3_Ax_max,segment11_Az_median,segment21_Gz_mean,segment14_Gz_median,segment25_Az_mean,segment16_Gx_max,segment7_Az_std,segment0_Ay_mean,segment25_Ax_mean,segment20_Ax_mean,segment7_Ax_mean,segment7_Ay_max,segment6_Az_std,segment6_Ax_std,segment26_Ay_max,segment21_Az_std,segment3_Gz_mean,segment0_Ay_median,segment19_Az_std,segment8_Ax_std,segment16_Ax_std,segment10_Ax_std,segment15_Ax_mean,segment10_Ax_mean,segment14_Gx_std,segment5_Ax_max,segment26_Ax_max,segment16_Az_mean,segment5_Ax_mean,segment22_Az_std,segment18_Ax_std,segment14_Az_median,segment1_Az_std,segment22_Az_median,segment17_Ay_max,segment15_Ay_max,segment0_Ax_mean,segment15_Az_mean,segment16_Az_std,segment10_Gz_mean,segment20_Gz_median,segment14_Gz_mean,segment17_Ax_mean,segment3_Gx_max,segment1_Ax_max,segment3_Az_std,segment12_Gz_mean,segment26_Az_median,segment14_Ax_std,segment24_Ay_min,segment10_Gz_median,segment21_Ax_std,segment11_Ax_max,segment21_Ay_std,segment12_Gz_median,segment2_Az_mean,segment21_Ay_mean,segment26_Az_std
229,10,1,1,0,5,-186.0,-284.0,-168.0,243.5,292.0,253.5,10.0,3166.9237162981804,167.0,3042.2646486659114,3099.2218701326333,3245.2428422892726,297.35135135135135,-19.0,333.8918918918919,-51.0,196.5,2796.3592261797767,-265.0,7186.0,66.0,2240.835401579654,3247.6428571428573,2976.132860483979,2324.383208162903,3163.018018018018,312.0,18.0,-4567.5675675675675,32767.0,-186.0,673.1696428571429,269.0,2458.283549301326,-4716.0,32767.0,-5371.720720720721,2358.425705898466,32767.0,3150.021815279067,2301.307926071496,175.5,8642.0,62.0,-1951.6126126126128,-4580.0,164.0900900900901,32767.0,2259.01200538725,-2093.5765765765764,3269.5855855855857,3170.972972972973,2964.045045045045,2044.0,2004.4671036494603,1709.675677432151,646.0,3256.16859309579,-2979.5405405405404,-376.0,3297.2413700765737,2139.146800805267,2234.9690319592937,2699.020920817786,3019.324324324324,3374.612612612613,22534.248105078383,7628.0,7962.0,672.6576576576576,3197.5585585585586,3107.184858039197,2228.6177509349795,-44.0,3116.480599490823,66.5,884.0,2634.0,3290.873873873874,251.036036036036,2929.1918496081357,-3897.5855855855857,-5503.0,-4949.27027027027,2940.598214285714,32767.0,8703.0,2928.3910874974176,-4141.027027027027,467.0,2306.5462127826468,-12428.0,-3454.0,2494.770576921797,9635.0,2590.205442946389,-4721.0,466.3693693693694,-1744.081081081081,2679.7662345784206
230,10,1,1,0,5,-278.5,40.5,310.5,-716.5,252.0,226.0,349.5,2477.899745745255,145.5,1459.6558147534677,3044.2790537808532,2726.864011288912,411.4528301886792,392.5,-250.75471698113208,-673.5,482.0,3130.9744897726296,69.5,9034.0,18.0,2035.157319398857,3448.1869158878503,2517.959121209428,2798.933352829493,3386.396226415094,-289.5,-391.0,-4402.271028037383,32767.0,469.5,-275.311320754717,-347.0,2500.757497628219,-7078.5,32767.0,-35.905660377358494,2233.9241440048218,32767.0,2475.625584695686,2172.219477910753,250.0,6745.0,112.0,-6415.518867924528,2584.0,141.67924528301887,32767.0,2816.7749132299073,-1404.0094339622642,3121.264150943396,3373.4766355140187,3428.0283018867926,1466.0,3256.469214602626,2547.3971626556495,829.0,2884.81034797264,-4277.584905660377,-982.0,2956.1496634441005,2554.079643821761,2257.7044068432087,2015.6988032566617,3173.9622641509436,3350.933962264151,20626.183663181564,8170.0,9019.0,676.1698113207547,3211.6132075471696,2951.5778354117865,2398.2777456431977,-41.0,2749.587887240886,-88.0,1838.0,550.0,2979.2169811320755,-571.1132075471698,2608.763595933139,-4978.292452830188,-2944.0,-2133.235849056604,2420.4150943396226,32767.0,8979.0,2765.27002325827,-2823.603773584906,-40.0,1911.2741535649564,-8966.0,-3972.5,2275.054695765692,7837.0,3278.184188969054,-1591.5,66.81132075471699,-2679.6132075471696,3485.1309967180705
231,10,1,1,0,5,-381.0,-381.5,190.0,210.0,116.0,-758.0,233.0,3584.0455343308436,54.5,3210.333519858554,2916.7386984646264,3076.632322149328,180.3235294117647,239.5,-397.4803921568627,-199.0,46.5,3196.9891917334885,269.0,8483.0,-194.0,2652.9534878632644,3378.9611650485435,3147.31806615096,3383.6237430263127,3377.3529411764707,-149.5,162.0,-3519.3980582524273,32767.0,195.5,47.23529411764706,152.0,2502.4606318302103,-779.5,32767.0,-2864.73786407767,2475.538952519272,32767.0,3053.8235557019298,2316.275951955328,-448.5,8350.0,-157.0,-4246.480392156863,-6339.5,503.37254901960785,32767.0,2454.724765577698,-2553.7450980392155,3221.950980392157,3404.864077669903,3147.5882352941176,1041.0,3120.9460862044107,2096.0289938427622,1266.0,2938.0851888094176,-678.5436893203884,-730.0,1992.1453528741536,2251.2831047736513,2390.815014941104,2598.2388251207726,3117.598039215686,3470.0873786407765,23492.847739562432,7859.0,9016.0,-58.83495145631068,3099.0588235294117,3149.4850637618365,2679.965402309144,-51.0,3084.1081246837775,-550.0,1235.0,918.0,3360.9803921568628,276.69607843137254,2948.2075979686615,-3159.233009708738,-1478.0,-5040.5392156862745,3254.2549019607845,32767.0,9486.0,2990.285357925075,-5346.450980392156,-85.0,2376.153811314619,-10230.0,-4507.0,2234.233989061517,8260.0,3221.922322068383,-4037.0,-38.69607843137255,-2371.0392156862745,2856.709122678389
232,10,1,1,0,5,223.5,28.0,-208.0,-242.0,-504.0,273.0,85.0,3440.585759538321,-430.0,2885.0988992410994,3032.281395447565,3356.979657653588,191.94949494949495,41.0,-240.09,275.0,-210.0,2591.1602284807163,-728.0,9616.0,203.0,2811.5794116622155,3285.59,2855.2938219910047,1821.875115040153,3555.1414141414143,-899.0,-92.0,2589.89898989899,32767.0,-445.0,139.66,335.0,2845.330263777541,-2851.0,32767.0,-4432.29,2936.605248214064,32767.0,2523.4443917788244,2475.567593502549,398.0,9457.0,182.0,-2831.97,-2633.0,-969.7777777777778,32767.0,3425.656722440537,-3137.6060606060605,3346.6666666666665,3171.5050505050503,3524.6464646464647,1338.0,3629.4978545040367,2511.162493562411,972.0,3796.686264151939,-2674.010101010101,-1709.0,3548.127333587319,2159.460544302674,2619.816929081114,2201.599369799147,3246.8888888888887,3335.57,24426.306726613868,8449.0,8609.0,256.77,3524.56,2826.1788828107,2619.788638726415,336.0,3250.9817798324825,29.0,808.0,1469.0,3287.6363636363635,-194.9393939393939,2797.4839368797093,-3778.43,1676.0,-2549.5151515151515,3461.3838383838383,32767.0,8665.0,3063.833230926896,-3244.919191919192,254.0,2348.164522348883,-11156.0,-2377.5,2938.073770670165,8453.0,2850.516524351332,-1364.0,-10.83,-2713.62,3006.781587611578
233,10,1,1,0,5,-536.5,-372.5,-62.5,54.0,212.0,66.0,-343.5,3158.4660772986,-120.0,2646.90019395176,3140.140195970768,2749.259638370228,237.35576923076923,-468.0,-163.69230769230768,-282.5,-41.0,3011.2601579426628,119.0,8315.0,-436.0,2593.644798679259,3356.2761904761905,2268.587708469833,3173.4436264650003,3454.346153846154,81.5,-46.0,-4367.028846153846,32767.0,110.0,-90.3173076923077,358.0,2225.8522557490373,-5969.5,32767.0,-3975.0,2603.924858893884,32767.0,2629.0952520937885,1814.9419821439897,-162.0,7885.0,62.0,586.3076923076923,-564.0,125.71153846153848,32767.0,2904.4353240183063,-2488.769230769231,3396.701923076923,3425.8653846153848,3248.0865384615386,1478.0,3074.502783064804,2525.0589634973503,1009.0,1944.6161209595352,-1209.2403846153843,-1276.0,2518.0068772311333,2866.8507390101972,2476.558363019896,2201.4549700611865,3285.8653846153848,3021.269230769231,23751.469029497344,8757.0,8092.0,-221.44230769230768,2984.326923076923,2863.6295990873596,2232.0676314014654,530.0,2544.4935869073965,-118.0,1331.0,982.0,3207.5384615384614,217.2403846153846,2798.347495971517,-1629.3942307692307,-3976.5,-3921.423076923077,3275.548076923077,32767.0,8049.0,2271.495126445896,-4541.634615384615,-472.0,2310.764583675421,-8094.0,-170.0,1659.479847365695,8203.0,2541.0762113974815,-4458.0,-145.47115384615384,-1301.2307692307693,3030.470395223575
234,10,1,1,0,5,258.0,208.0,200.5,-249.0,-516.0,83.0,313.0,2384.071219213585,-750.0,3080.4400034667856,3402.4794569487776,3184.759742456959,19.147368421052633,57.5,-121.84210526315788,219.0,-290.0,2983.650250570354,219.0,9782.0,5.0,2433.4263619095946,3652.536842105263,2903.916978354325,2850.387745407452,3194.3894736842103,-281.0,-542.0,-1852.9368421052632,32767.0,-240.0,181.9157894736842,43.0,1840.8513834816977,-12252.5,32767.0,-5364.073684210526,2252.605321293104,32767.0,3510.4024782702595,2401.626912009343,34.0,8548.0,47.0,-1810.2947368421053,-6873.0,219.31578947368425,32767.0,3008.213655272397,-2528.936170212766,3079.5263157894738,3495.6526315789474,3666.329787234042,1338.0,3051.5613089303424,2405.626773528679,2218.0,2180.7877507820926,-6012.244680851064,-1007.5,2791.495649723717,2419.0078506020272,2771.2037736359,2505.9281699419453,4087.81914893617,3620.915789473684,23555.65895251975,9739.0,8859.0,35.0,3565.8736842105263,3655.212373350368,2486.8196479966236,317.0,3585.4310552521797,244.0,1760.0,1133.0,3361.0106382978724,1086.148936170213,3812.580294926673,-3207.2,-3314.0,-5725.010526315789,3622.884210526316,32767.0,9312.0,3038.619222531552,-2529.684210526316,70.0,2197.697205683038,-12229.0,-698.0,2554.8925642909626,10526.0,4060.5923598544814,-3578.0,24.294736842105262,-2358.5157894736844,3270.5068747410596
235,10,1,1,0,5,5.0,63.0,177.0,-382.0,174.0,329.0,3.0,3472.3204935564777,-320.0,2304.9036544000014,3667.121598612516,3164.916831630135,282.11578947368423,403.0,-212.77894736842103,278.0,7.0,3649.533900646323,269.0,12685.0,135.0,2556.7692183929867,3696.2083333333335,2376.780093840157,3068.24903744619,3379.442105263158,115.0,214.5,-4844.8125,32767.0,-67.0,315.46315789473687,110.0,3407.8359835618153,-2472.0,32767.0,-168.02105263157895,2599.1602375785565,32767.0,2949.882274828313,1918.8821823532064,163.0,10066.0,514.0,-2848.5157894736844,-5430.0,392.2421052631579,32767.0,3809.954566876362,-2324.157894736842,3568.621052631579,3748.1770833333335,3935.6736842105265,644.0,3324.4217301425147,2614.0654046897257,1362.0,2680.157258047937,-6971.58947368421,-1358.0,3069.559850498028,2729.8661143186605,2286.306590463223,2380.1230061092488,3350.1894736842105,3516.4,26107.559467085845,11364.0,10319.0,-610.3368421052631,3727.2736842105264,3817.124315255706,2585.9955122472434,-442.0,3116.0102353157954,58.0,917.0,1208.0,2955.621052631579,329.11578947368423,3249.8248393624845,-5680.126315789474,-6973.0,-7115.010526315789,3112.842105263158,32767.0,10047.0,3684.708716482018,-4099.357894736842,109.5,2845.371820344589,-13301.0,-5749.0,2301.474477391201,8552.0,3078.1138635368097,-8933.0,-98.56842105263158,-1855.7684210526315,3441.6031874064115
236,10,1,1,0,5,102.0,-77.0,59.0,-611.0,-1096.0,144.0,143.0,3210.26247588343,-496.0,2839.2150840814384,3838.038952095616,2943.235853472565,-170.03225806451613,-68.0,330.18279569892474,-418.0,-730.0,3366.835848735046,15.0,8892.0,-31.0,2523.6013473216194,3557.290322580646,2885.1383956044665,2502.722596901247,3387.2150537634407,309.0,-548.0,-2382.8387096774195,32767.0,-734.5,-135.27956989247312,187.0,2726.5637806915893,-1851.0,32767.0,-5140.666666666667,2185.854329961047,32767.0,3464.8369043478897,2810.3094911561307,-358.0,9072.0,-73.0,-354.64516129032256,-879.0,251.43010752688173,32767.0,3809.0077408306065,-3785.402173913043,3579.537634408602,3462.2580645161293,3715.8064516129034,2419.0,3242.403029036569,2692.0127624411493,2027.0,2773.5329484796935,-3457.1075268817203,-1626.5,2570.082646358066,2653.875895519081,2666.38569955832,2917.9858963889856,3657.89247311828,3776.7526881720432,23562.087634255935,10275.0,8291.0,203.53763440860217,2929.967741935484,3597.650127488724,2453.3883917949747,200.0,2379.648083007111,-909.0,1446.0,1667.0,3979.858695652174,531.9569892473119,3354.5572486701067,-3078.537634408602,-893.0,-4484.860215053764,3313.8279569892475,32767.0,8396.0,3019.948122638748,-4211.688172043011,-547.0,2536.205406377173,-8088.0,-2444.0,2520.874883275706,7520.0,3558.69706426895,-2793.0,-406.3333333333333,-2177.6881720430106,3262.6501359808967
237,10,1,1,0,5,-280.0,323.5,-477.0,-428.0,276.0,74.0,117.5,2809.2323949593224,-603.0,3655.998650619737,3679.484366653084,3164.4610319171907,-51.84444444444444,-136.5,269.29213483146066,-13.0,-88.0,2578.766625494721,220.0,10791.0,64.5,2333.9520610615236,3171.6444444444446,3186.3372943894324,3376.6814997297693,3281.9,-702.0,-383.0,-4233.5888888888885,32767.0,-749.0,115.31460674157304,-495.0,3046.4938288967815,-680.0,32767.0,964.7752808988764,2574.155781567576,32767.0,2876.675862594188,3094.7947047604066,94.5,12050.0,151.0,-6679.550561797752,5240.0,-195.37777777777777,32767.0,3904.7407005325026,-2223.0,3927.9666666666662,3305.588888888889,4025.344444444445,2489.0,3378.600087570057,2446.9784195620664,1482.0,3923.586030272869,-6077.377777777778,-1685.0,3917.417022591402,2667.1513576474113,2062.5713480599034,2415.066646692419,3877.6,3597.303370786517,19132.33014417749,9807.0,9331.0,477.2247191011236,3438.1348314606744,2065.193551566559,2779.628632557317,532.5,3537.980044887858,-666.5,1861.0,1328.0,3335.9438202247193,-253.25555555555556,2790.353438016748,-3614.47191011236,-2264.5,4819.733333333334,3896.744444444445,32767.0,10742.0,4450.309242632666,-4912.777777777777,355.0,1800.7505465743038,-11373.0,-1942.0,3422.0778043356795,11224.0,4796.074454142215,-3038.5,528.3932584269663,-2755.85393258427,3044.9848527669633
238,10,1,1,0,5,-354.5,264.0,-204.0,-36.0,-108.0,140.5,-247.0,4040.359148417893,-239.5,3296.2448879616095,3670.6729003805153,3772.937024285583,-106.4891304347826,340.0,-574.5652173913044,-367.0,134.0,2410.9437391067418,-219.0,9685.0,-237.5,3633.663421152689,4148.806451612903,3014.2918747237336,3627.4353826879615,4036.521739130435,-391.0,-200.5,-4326.934782608696,32767.0,-110.0,-315.9130434782609,-346.0,2712.9902929046916,5194.0,32767.0,-3767.586956521739,2651.140146599947,32767.0,3734.150421184088,2716.0739774781937,-161.5,9128.0,212.0,-4004.684782608695,5867.5,123.94565217391305,32767.0,3421.316188987048,-1657.3152173913045,3498.7065217391305,4020.4891304347825,3555.2043010752686,1099.0,3463.5533634839994,3256.628309773027,1458.0,3080.438514234799,-3354.1505376344085,-754.5,3010.39284043851,3352.7783234471003,3902.126295579638,3314.8926451601224,2910.52688172043,3811.467391304348,21353.631067986753,8749.0,12335.0,-1271.4673913043478,3875.108695652174,3656.7090303840487,3553.131180467398,-770.5,3118.01371937804,211.0,2187.0,1557.0,2193.3695652173915,-506.3978494623656,4156.785846663697,-6615.25,-2026.5,2046.858695652174,3339.1739130434785,32767.0,8327.0,3188.8412808626067,-4085.4565217391305,-377.0,3183.63792227262,-11151.0,-4093.0,2751.5701489973862,9103.0,4553.480033893747,-2609.5,95.02173913043478,-3286.836956521739,4189.933566503176
239,10,1,1,0,5,222.0,-352.0,-100.0,-432.0,93.0,35.5,398.0,3237.3302741915313,-625.0,3696.3196841383688,2678.6034856559154,2625.567316526244,-94.55434782608695,-706.0,350.48387096774195,-186.5,84.0,3693.575479107415,-582.0,9118.0,87.0,2518.858845113162,3525.8924731182797,3748.132546105568,2499.8435805846834,3103.3440860215055,-144.0,148.0,-5722.537634408603,32767.0,-494.0,-564.8924731182796,174.0,2970.539317345117,-870.0,32767.0,-3241.7634408602153,3705.427602120404,32767.0,2499.305136361567,3357.2965413434977,159.0,9730.0,123.5,-5266.380434782609,179.0,155.18478260869566,32767.0,2755.554933042034,-3201.1739130434785,4115.739130434783,3262.290322580646,3524.413043478261,2337.0,3125.1334316570815,2830.4564044939425,905.0,3849.82138752636,-6448.858695652174,-1676.5,3541.660708625775,2713.4007750820274,2643.8710295782007,2374.4784737283044,4045.391304347826,3543.6129032258063,22564.48828639324,8830.0,9520.0,498.5161290322581,3783.554347826087,2584.701159011752,2856.695284410094,53.0,3271.481891862684,157.0,1484.0,3355.0,3204.75,-305.89130434782606,3153.9477791849813,-824.3333333333334,-4451.0,-1213.7956989247311,3874.130434782609,32767.0,9308.0,3062.8184872007596,-1257.9139784946235,238.0,2582.641530678554,-14351.0,2755.0,3447.3696391758644,8678.0,3721.88699059952,-1735.0,79.7741935483871,-2830.108695652174,2723.0880654312086
240,10,1,1,0,5,-179.0,251.0,285.0,-31.0,393.0,-320.5,-488.0,3330.6370462432646,62.0,2669.03494953686,3334.062428283772,3368.8750123389596,211.2680412371134,168.0,-138.29896907216494,-42.0,-19.0,3694.148873224373,-173.0,8168.0,66.0,3559.4678054641577,4087.795918367347,2430.603066090724,3293.7952352332327,3445.3711340206187,-522.0,-335.0,-3718.59793814433,32767.0,-126.0,56.12244897959184,-250.0,2203.952982499862,-599.0,32767.0,-3276.01030927835,2264.9939916776957,32767.0,3447.7470700547483,2625.5810066240306,289.0,8477.0,-469.0,-6162.845360824742,2246.0,183.89690721649484,32767.0,2940.1034719121717,-2990.8865979381444,3291.618556701031,3797.257731958763,3564.8453608247423,712.0,3336.3510597793456,3629.653650105722,1022.0,2709.1792615923805,-3296.865979381443,-1617.0,2407.3364050577957,3533.115666974747,3130.9899264352216,3014.867189701379,3221.9484536082473,4002.6288659793818,23677.14960891478,8272.0,11219.0,-340.5257731958763,3277.340206185567,3362.243053977383,3156.3255749836694,-495.0,2752.4800832278997,142.0,1010.0,1228.0,3865.3092783505153,199.3298969072165,3113.4327132033895,-6772.20618556701,-715.0,-2995.175257731959,3340.1632653061224,32767.0,9744.0,2646.300555820441,-4841.18556701031,-464.5,3621.46624484721,-11415.0,-7659.0,2870.1650328441924,8762.0,3542.301072238972,-2499.0,-81.51546391752578,-2918.144329896907,3955.226661504693
241,10,1,1,0,5,-220.5,-38.5,-263.5,-629.5,-541.5,-180.5,92.5,3173.0314120246294,-145.0,3345.762585810931,2961.4513922466217,3819.414975206867,-44.79761904761905,215.5,538.9047619047619,69.5,-260.5,3622.653584702274,-179.5,8790.0,-309.5,3052.1661434286043,4241.5,2608.37793793771,4286.407439580988,3901.892857142858,-257.5,-404.0,1594.357142857143,32767.0,-1134.0,-715.702380952381,-520.5,2499.171045645167,3251.0,32767.0,-1736.5119047619048,2638.67788764681,32767.0,3694.894199065821,2357.0139447673328,-131.5,9224.0,312.0,-252.95238095238096,8204.0,23.36904761904762,32767.0,2842.277283528577,-2511.2289156626507,3218.1309523809523,3282.1666666666665,3096.690476190476,1922.0,4086.699532527563,4088.166957589826,3244.0,1786.8865222253644,-2633.559523809524,-1921.0,3660.745371044944,3311.883650334102,3391.516603091841,3199.940218116292,3496.7023809523807,3678.2023809523807,23790.481880512656,9158.0,10769.0,-18.595238095238095,3152.2619047619046,3618.5493651961806,3308.386861126454,-795.5,2767.381617805134,-1179.5,1556.0,2002.0,3486.3012048192772,287.07142857142856,3447.5953494153946,-762.702380952381,9167.5,909.4166666666666,3662.071428571429,32767.0,9344.0,2856.700571397041,-1215.547619047619,-954.5,3600.2083317734828,-9082.0,6243.0,2386.4233366473377,7734.0,3154.4426259595407,6203.0,-314.79761904761904,-1817.202380952381,3979.555971820408
242,10,1,1,0,5,-652.0,-347.0,205.0,178.0,-41.5,-964.0,-995.0,3250.619296347366,-279.5,3186.860176457982,2793.769802817278,3025.999538306287,233.9268292682927,331.5,-238.1951219512195,117.0,123.0,2749.5222323878384,17.5,8928.0,-304.5,2649.5125782752993,4573.939759036145,3834.876763465954,3229.0737728776967,3435.0,-469.0,-179.0,-461.2168674698795,32767.0,125.0,207.6867469879518,-937.5,3643.2312027673142,224.0,32767.0,178.1341463414634,2492.033942681221,32767.0,2917.7390603719155,3374.9512851438194,38.0,10264.0,70.0,-2515.0243902439024,-1379.5,646.670731707317,32767.0,2875.467322570495,-1891.4756097560976,3785.4268292682927,3145.9277108433735,3181.2804878048782,1722.0,2330.4458599648524,2907.8881765903707,1127.0,1793.7077565515367,-4086.0243902439024,-1646.0,3391.653754843265,2290.2171575067396,2623.1448273488213,2433.244928773661,4064.9036144578313,3752.3414634146343,25328.493022765542,9336.0,13414.0,-56.792682926829265,3746.9756097560976,3881.853582451685,2769.663822384296,-583.5,2546.3814487328723,-318.0,2988.0,1073.0,3015.1585365853657,149.49397590361446,2597.3324953047445,-5195.841463414634,-1263.0,-5389.341463414634,3225.4337349397592,32767.0,8840.0,3093.3317967843386,-1854.0121951219512,-1016.0,2946.582344579036,-8632.0,-3187.5,2043.9402149210057,9620.0,2696.6881402267304,2260.0,228.4578313253012,-1672.5853658536585,4254.901109530022
243,10,1,1,0,5,-229.0,-134.0,-104.0,135.0,231.0,-757.0,69.0,3696.82850387826,74.0,3084.2627745912887,3572.879065257249,2637.943460721403,-284.01149425287355,-127.0,312.15909090909093,-1559.0,128.0,2957.2911820112417,-96.0,7681.0,-299.0,3629.073316031977,4148.602272727273,2917.924932325767,3428.8724056232277,4063.556818181818,131.0,-625.0,-1232.6704545454545,32767.0,-113.0,-248.60227272727272,-439.0,2163.0194325670245,-41.0,32767.0,-4883.693181818182,2436.1085052244925,32767.0,3458.9218973015613,2408.872404260534,-628.0,7413.0,-128.0,-673.5632183908046,1866.5,-366.5172413793103,32767.0,2284.3504489698043,-2545.2183908045977,3103.620689655173,3735.238636363637,3193.229885057471,1877.0,3683.912937698355,3592.818452387788,2751.0,2773.996373376959,-3322.390804597701,-1521.0,1548.8579814294144,3665.5386232803944,3131.2898118582234,3744.14237728746,3001.0689655172414,4038.9204545454545,23759.98743421044,8385.0,11971.0,593.5113636363636,3372.022988505747,3542.532274125832,3392.1648549108813,273.0,1973.1657654132653,-661.0,1403.0,1239.0,3778.919540229885,-1031.574712643678,3282.729753762028,-5523.943181818182,5957.0,-2415.318181818182,3558.2413793103447,32767.0,8397.0,1608.641902592224,-4532.602272727273,-761.5,3199.436120236529,-11763.0,-3421.0,2682.73828248257,8553.0,3783.392969405368,-1285.5,150.01136363636363,-3033.229885057471,3450.3497579177115
244,10,1,1,0,5,106.0,113.0,-327.0,-558.0,-13.0,-773.0,99.0,4009.9070248599473,-138.0,3172.108703879185,3422.415652935526,3789.5245204393464,-402.73417721518985,-120.0,631.8987341772151,-1313.0,153.0,4072.249732675391,136.0,12445.0,-199.0,3461.0411015776463,3385.1012658227846,2871.438096471573,2347.4656842219406,3521.4050632911394,19.0,243.0,-6151.481012658228,32767.0,-633.0,-1219.5696202531649,-160.0,2550.5583127577697,1690.0,32767.0,363.37974683544303,3568.6748673148113,32767.0,3824.048839641076,2259.4394120351153,-420.0,9775.0,-330.0,881.9240506329114,-7631.0,-226.31645569620252,32767.0,3359.6574927863,-2742.0,4607.088607594937,4061.1518987341774,3489.4556962025317,3032.0,2057.5599028279503,2718.695645197555,1157.0,3144.9064694343692,-1228.8481012658228,-1357.0,3042.7310209242287,2938.048697740803,3594.981697347309,3494.5535128433708,3366.0632911392404,4314.645569620253,25100.880281782254,10295.0,9228.0,270.0379746835443,4164.544303797468,1625.7515408032962,3867.410430206155,-34.0,3491.9058874498037,-111.0,883.0,1175.0,3554.0886075949365,-868.2278481012659,3837.641665856774,-3112.8734177215188,-6151.0,-7759.075949367088,3840.7088607594937,32767.0,10472.0,2331.2538938333637,-4847.265822784811,-789.0,3366.0459464915216,-12195.0,6734.0,2619.2756696859315,7456.0,3107.443186735464,-2116.0,-252.2025316455696,-2483.9240506329115,3281.160983129597
245,10,1,1,0,5,-460.5,-586.5,-402.5,98.5,277.0,-912.0,-460.5,2436.403230152327,57.0,3323.3085600038457,2673.237867508425,2427.913696837751,368.34090909090907,-109.0,-83.7840909090909,-496.0,201.0,3051.719749797096,-790.0,11510.0,-756.0,2782.294449699662,3206.6404494382023,3608.140203038433,2539.793520328754,3079.125,-170.0,-396.0,-2898.181818181818,32767.0,283.0,201.27272727272728,-348.0,3610.6448110160527,832.5,32767.0,-5373.409090909091,3555.243973085554,32767.0,2671.9112307243417,3520.232660326651,157.5,11916.0,81.5,-3651.090909090909,-3428.0,-366.85227272727275,32767.0,3763.8866574519257,-2653.0113636363635,4179.704545454545,3451.3977272727275,4332.681818181818,3964.0,2307.2762711026135,2396.2822980908563,1617.0,3306.8730841271777,-7383.147727272727,-1526.5,3203.688343063893,2386.1906006529794,1951.4276911947768,2503.0729918968464,4006.886363636363,3036.5795454545455,24597.531254644597,9898.0,9995.0,124.8068181818182,3711.897727272727,2608.5848800292365,2331.1536273645715,211.5,4148.060085713571,-53.0,3661.0,4577.0,3276.9545454545455,-563.3068181818181,2294.624191145442,-4169.806818181818,2318.0,-3399.7045454545455,4092.875,32767.0,11700.0,3569.0777120632865,-1904.2954545454545,-30.0,2881.822197086391,-11839.0,-1095.5,3244.972560956174,10584.0,3535.2399758509096,-1341.5,405.3636363636364,-2536.9204545454545,2960.3223788199325
246,10,1,1,0,5,-187.5,-108.5,129.0,-345.0,83.0,-684.0,111.0,3827.7651123963633,12.5,2725.3547523635148,3693.197767522693,3495.4925846596343,256.93023255813955,-302.5,-609.5581395348837,-219.0,357.5,3884.786467619482,32.0,9723.0,263.0,4190.590885848049,4135.860465116279,3056.240483481621,3441.553110255382,4265.802325581395,241.0,299.0,-1640.0941176470587,32767.0,-297.0,-101.16279069767442,85.0,1960.293577732117,3043.5,32767.0,-1661.4117647058824,3003.406482173305,32767.0,3719.3683227873025,2868.5652253420217,-230.5,9591.0,-357.0,-2690.6279069767443,3476.0,934.1395348837208,32767.0,2986.172036863913,-1954.152941176471,4102.406976744186,4519.011764705882,3423.7906976744184,1023.0,3504.332210911098,3742.064021245541,1104.0,2990.8420200074947,-4127.952941176471,-986.0,3062.045757109402,3900.752863431419,4062.6948326173574,3772.015468600748,3675.406976744186,4091.458823529412,23455.49322835018,7652.0,11877.0,105.45882352941176,3670.9883720930234,3772.219296340858,3753.187706845707,136.0,2485.069246102249,-774.5,1042.0,1760.0,3785.1882352941175,171.86046511627907,3251.8716621552007,-1883.929411764706,5158.0,-2316.279069767442,3470.5581395348836,32767.0,6950.0,2903.314408666573,-475.51162790697674,-581.5,3678.351491419685,-11560.0,5874.0,2940.313121701602,9447.0,4297.870743967885,5501.0,-594.4883720930233,-3082.3023255813955,3575.074947003224
